landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at
GFP Real Estate,80 Eighth Avenue,80 Eighth Avenue,"80 Eighth Avenue was completed in 1929 and originally known as the Banker's Trust Company Building. It was designed by the architect William Whitehall in a neo-Gothic style. Standing 282 feet tall and 20 stories high, the building offers 185,000 square feet of commercial space in a prime location. Situated at the crossroads of Chelsea, the Meatpacking District and the West Village, and a block away from Google's New York headquarters, this area has become a highly desired location for all tenants alike. The newly renovated lobby was restored to showcase the buildings authentic architectural elements and modernized to appeal to today's tenants. The building's location provides a wealth of day-to-day amenities including quick access to excellent dining, retail and galleries that fill the nearby streets. Additionally, Chelsea Market and Apple W14th are only one avenue away. The A, C, E, and L trains are located directly below the building, while the 1, 2, and 3 trains are found a block away making for an easy commute to and from the building. Meatpacking District / Chelsea Office Space New York Now home to the Whitney Museum and the southern end of the Highline, the Meatpacking District has come a long way. The transformation could not be more remarkable; where there were still abattoirs and dive bars just a decade or two ago, now slick designer stores, destination dining and nightlife sit side-by- side, with New York’s exclusive Soho House and the perennially popular Standard Hotel defining the scene. Casual popular eateries include Chelsea Market, Grey Dog and Westville, while for Michelin-starred fare, Mario Batali and Joseph and Lidia Bastianich's Del Posto or the Maritime Hotel's La Sirena remain popular. Beneath the Maritime Hotel the hot spot Tao Downtown, serves fine pan-Asian cuisine within a club atmosphere, catering to celebrities and high-end clientle.
In recent years the southern end of Chelsea has emulated its freshly-polished neighbor, the Meatpacking District, with shoppers heading to Renovation Hardware, Apple and upscale boutiques such as Comme des Garçons and Helmut Lang. In its west, affluent art collectors flock to the area's nearly 200 commercial art galleries. Anchored by pre-war staples, such as Google's 111 Eighth Avenue, striking examples of modern architecture have injected new life into the old streets, including the IAC Building by Frank Gehry – InterActiveCorp's headquarters. This district is home to some of the City's largest and most progressive tenants, including Google, DVF, Major League Baseball and EMI Publishing.
The Meatpacking District and neighboring Chelsea are served by A, C, and E trains along Eighth Avenue and the L train at 14th Street for journeys across town and to Brooklyn. 1, 2 and 3 train service is a short walk away on Seventh Avenue.",Office,P 11th Floor - 1106,1334,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/80-eighth-avenue,2026-07-20T21:42:47+00:00
GFP Real Estate,100 Pearl Street,100 Pearl Street,"Fully modernized with all new infrastructure and stylish amenities, 100 Pearl Street is the ultimate Downtown address for forward-thinking companies. From a reimagined lobby to the tenant exclusive rooftop and lounge, it is designed to inspire. Surrounded by top dining, shopping, entertainment, and multi-modal transit options, it puts tenants at the center of everything they want and need. Highlights Include: • Fully redeveloped building and modernized infrastructure • Brand new building lobby and entrance • On-site food and market hall, coffee and wine bar, white tablecloth restaurant, etc. • Prime downtown location with seamless access to transportation • Impressive views of the New York Harbor",Office,Floor 18,37115,Upon request,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/100-pearl,2026-07-20T21:42:50+00:00
GFP Real Estate,100 Pearl Street,100 Pearl Street,"Fully modernized with all new infrastructure and stylish amenities, 100 Pearl Street is the ultimate Downtown address for forward-thinking companies. From a reimagined lobby to the tenant exclusive rooftop and lounge, it is designed to inspire. Surrounded by top dining, shopping, entertainment, and multi-modal transit options, it puts tenants at the center of everything they want and need. Highlights Include: • Fully redeveloped building and modernized infrastructure • Brand new building lobby and entrance • On-site food and market hall, coffee and wine bar, white tablecloth restaurant, etc. • Prime downtown location with seamless access to transportation • Impressive views of the New York Harbor",Retail,Restaurant Retail,4815,Upon request,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/100-pearl,2026-07-20T21:42:50+00:00
GFP Real Estate,175 Fifth Avenue - Flatiron Building,175 Fifth Avenue - Flatiron Building,"The Flatiron Building, New York City's Most Iconic Landmark 175 Fifth Avenue is the location of the triangular 22-story landmark known as the Flatiron Building was considered to be a pioneering skyscraper of its era. Upon completion in 1902, it was one of the tallest buildings in the city at 20 floors high and one of only two skyscrapers north of 14th Street. The building sits on a triangular block formed by Fifth Avenue, Broadway, and East 22nd Street, with 23rd Street grazing the triangle’s northern peak. The building's name “Flatiron” is derived from its resemblance to a cast-iron clothes iron. The building, which has been called “one of the world’s most iconic skyscrapers and a quintessential symbol of New York City”, anchors the south end of Madison Square Park. The neighborhood around it is called the Flatiron District after its signature building, which has become an icon of New York City, and the linchpin to a bustling district that is home to a wide variety of excellent dining and retail options. Transportation is provided by the R and W trains at the adjacent 23rd Street station, with access to F and M trains and PATH service a block away at 6th Avenue, and the 6 train at Park Avenue South.",Office,Floors 2-21,204178,Upon request,Asset / Leasing Manager,Jane Gural-Senders,jsenders@230fifthave.com,(212) 689.6307,https://www.gfpre.com/properties/175-fifth-avenue,2026-07-20T21:42:53+00:00
GFP Real Estate,27 Union Square West,27 Union Square West,"27 Union Square West is a 5-story early-modern building that was built in 1959 by the architect Max Siegel. The east side of the building, facing Union Square Park has a curtain wall of aluminum, glass, and blue-green panels. The north side of the building is clad in white brick with horizontal window bands. The ground floor was occupied by the iconic Coffee Shop for over 31 years, with office space on floors 2 to 5. Union Square provides an excellent transport hub with access to the L, N, Q, R, W, 4, 5, and 6 trains, its renowned farmers' market, restaurants, varied retail, including the sprawling Barnes & Noble on the north side of the square, and the always popular W Hotel with its buzzing bar scene.",Office,P. 3rd Floor - Suite 300,1625,Upon Request,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/27-union-square-west,2026-07-20T21:42:55+00:00
GFP Real Estate,33 Irving Place,33 Irving Place,"33 Irving Place (also known as 120 East 16th Street) was formerly known as the Crown Building, and is now known as the Mercantile Building It is a pre-war full-service Art Deco office building with a prime location between East 15th and East 16th Streets, situated along charming Irving Place. Built in 1909 by the architectural firm Goldwin Starrett & Van Vleck, the same firm that designed the acclaimed Saks Fifth Avenue building. Converted in 1987, the building has 12 floors, 6 passenger elevators and 1 freight elevator, and boasts a tastefully renovated lobby. It is located steps from numerous parks, including Gramercy Park, Stuyvesant Square and the bustling Union Square Park. In 2017, the building was awarded an Energy Start label for its operating efficiency. Bordering Union Square, Irving Place is a coveted location near the growing center of NYC tech. While tech companies are sprinkled throughout the area, the neighborhood also provides easy access to a myriad of restaurants, shops and mass transit options.",Retail,Ground Floor,10700,Upon Request,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/33-irving-place,2026-07-20T21:42:58+00:00
GFP Real Estate,40 Worth Street,40 Worth Street,"40 Worth Street is a neo-classical building, also known as the Merchants Square Building that was built in 1929 by the architectural firm of Jardine, Hill & Murdock. Situated in upscale Tribeca in Manhattan, the building totals nearly 800,000 square feet, and occupies a full block from Worth Street to Thomas Street between West Broadway & Church Street. The main entrance on Worth Street offers tenants access to the public arcade; the arcade, accessed otherwise via a separate entrance on Church Street. With large, efficient floorplates and oversized windows throughout, the building proffers abundant natural light and exceptional city views, catering to small, medium and large tenants alike. Building tenants include an array of major non-profits including the Acumen Fund, the Legal Aid Society and the Innocence Project. It is also the East Coast Headquarters for the iconic fashion brand, The Gap. A renowned bakery located in the building serves delicious breakfast and lunch and the surrounding neighborhood offers an array of both casual and upscale dining. Access to the 1, 2 and 3 trains a few blocks away, with further subway lines also easily accessible on foot.",Office,P 7th Floor - 704,3029,Upon Request,Asset / Leasing Manager,Roy Lapidus,rlapidus@gfpre.com,(212) 372.2170,https://www.gfpre.com/properties/40-worth-street,2026-07-20T21:43:00+00:00
GFP Real Estate,45 West 34th Street,45 West 34th Street,"The Building 45 West 34th Street is a historic building completed in 1907 by the architects Howells & Stokes. Recent capital improvements include a stunning new lobby, elevators, windows and common corridors. The building stands at twelve stories and 111,500 square feet. Featuring a stone façade with carved architectural detailing that highlight the windows of every floor.
With boutique full floors that can easily divide, the building is an ideal option for both medium-to-small tenants alike. Location Situated in the midst of the bustling 34th Street, the building caters to all tenants needs. Amenities Tenants can enjoy a wealth of food, beverage and retail options seconds from the doorstep. Travel Connections The address has easy access to many mass transportation links. These include the N,R,W,F,M, 6 subway trains, PATH trains as well as both Penn Station and Grand Central Station. Garment District Office Space New York The Garment District lies at the heart of the commuter triangle, marked by Penn Station, Grand Central Station and Port Authority Terminal. Situated between Fifth Avenue and Ninth Avenue, from 34th to 42nd Streets, this area is also known as the Fashion District. It has a rich history as home to showrooms, fashion design and production houses, as well as garment wholesalers. Well-known labels like Carolina Herrera, Calvin Klein and Donna Karan among others all maintain a collection of showrooms, production centers and offices in the area. Even with its rich history in fashion, the economics of manufacturing have changed over the years, so the district has seen an influx of other businesses, including media, creative agencies law firms and tech. Even so, local sample sales still prove popular with workers and residents.
Art plays a vital role in the area with Space for Public Art – a street-level space for local artists and designers to grab the attention of passers-by – and Bene Rialto, featuring emerging brands, an educational co-working space and experiential event space. For a mix of art and café culture, MacarOn Café and Café Grumpy are popular destinations. For mainstream retail all needs are met at 34th Street and Herald Square. Bryant Park to the east offers open space and seating to meet and relax, alongside the stunning New York Public Library’s main building and its 50 million-plus catalog. The major transportation hubs at Penn Station and Times Square serve the Garment District, with access to 1,2,3,A,C,E,N,Q,R and W trains, plus connection to New Jersey Transit, Amtrak and Long Island Rail Road. Metro-North Railroad can be accessed from Grand Central Terminal.",Office,P 8th Floor - 810-812,2775,$53.00 per RSF,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-west-34th-street,2026-07-20T21:43:03+00:00
GFP Real Estate,594 Broadway,594 Broadway,"Formerly known as the Lyons Building, 594 Broadway, a 70-foot tall, 12-story office building was completed in 1898. Originally designed by Buchman & Deisler as a department store, the building is situated along Broadway between bustling West Houston and Prince Streets. These loft-like office spaces feature exposed brick walls, high ceilings, wooden floors, original architectural columns and large windows providing
an abundance of natural light and exceptional city views. Located in the trendy neighborhood of Soho, one of Manhattan's most iconic shopping meccas, 594 Broadway is surrounded by numerous dining options to supplement the world-renowned retail offering. Strategically positioned only one block south of the 6 train and only one block north from
the R and W trains, the building's location is convenient for all commuters. SOHO Office Space New York Soho’s famous, landmarked, cast iron buildings with their iconic fire escapes are among the finest in the world, and were originally home to the city’s textile industry. As the textile merchants moved on, the neighborhood fell into decline until it was re-discovered by artists and gallery owners seeking sprawling spaces, who brought life back to the empty buildings. Today, although some galleries remain, the district south of Houston Street is alive with commerce as one of the city’s great retail meccas, drawing heavy footfall from across the city and the world. High-end international fashion retailers line the streets, with Prada’s Rem Koolhaas-designed flagship, Balenciaga, Versace, Louis Vuitton and many more showcasing the finest in fashion. Along Broadway shoppers head to Nike, Converse, Zara and H&M, plus Bloomingdale’s Downtown store, and those not after apparel are drawn to Apple, the MoMA Design Store, or to browse in the Housing Works Bookstore. Interspersed within you will find luxurious boutique hotels and numerous restaurants, bars and cafés that serve the bustling neighborhood. In floors above the ground floor retail, offices and lofty residential space are among some of the most coveted in Manhattan. Commercial tenants in the area include Estée Lauder and the world’s largest children’s book publisher Scholastic.",Retail,Suite 103,2768,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/594-broadway,2026-07-20T21:43:05+00:00
GFP Real Estate,740 Broadway,740 Broadway,"740 Broadway is a loft building that was built in 1912 and designed by architect Francis H. Kimball in Beaux-Arts style. Prominently situated on the Southeast corner of Broadway and Astor Place in Manhattan's Noho neighborhood, the building offers efficient flexible floorplates, high ceilings, tenant-controlled A/C and new large operable windows that provide an abundance of natural light and unobstructed views north. A brand new contemporary building lobby featuring state-of-the-art architectural media walls which showcase breathtaking video footage of nature from around the world, was completed in 2017. Located just by Astor Place the building is close to the buzz of the Village with NYU to the west and the East Village to the east. Scattered retail, coffee shops and restaurants offer a variety of close-by amenities to the building. Transportation to and from 740 Broadway should come easy with access to R, W and 6 trains at ones doorstep or a short walk to Union Square just moments away. NOHO Office Space New York The neighborhood north of Houston Street and bounded by Broadway to the west and Bowery to the east stretches half a mile to the north to East 9th Street. Once home to New York’s elite and their palatial mansions, Noho has again become a haven for some of today’s biggest names. They make their homes in immaculately renovated loft spaces, new high-rise glass towers and boutique buildings designed by the likes of Herzog & de Meuron, whose 40 Bond Street with its graffiti gate has become an architectural landmark over the last decade. The neighborhood caters to its residents with a mix of upscale bars and restaurants and more casual eateries and bars. Favorites include Levain Bakery - a New York institution, and BondSt for impeccable sushi in a slick setting. Coffee shops like La Colombe cater for the workday crowds, students and tourists alike.
Home to Cooper Union, the private college known for art, architecture and engineering, creative names of the future fill the streets between class, just as Andy Warhol, Jean-Michel Basquiat and Robert Mapplethorpe did before them. Cooper Union’s Italianate Foundation Building dates back to the 1850s and is a major landmark in the area, as is its striking sister building with its undulating ultra-modern curves situated on the neighborhood’s border with the East Village. Office space mingles with the residential lofts, dining and retail and a number of landmarked turn-of-the century office buildings. Tenants in the area include NYU, Facebook, Virgin USA and prestigious publisher Phaidon. Subway access is provided by B, D, F, M, 4 and 6 trains as well being in close proximity to the N, Q, R and W trains at 8th Street.",Office,P 6th Floor Suite 604,1092,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/740-broadway,2026-07-20T21:43:08+00:00
GFP Real Estate,10-27 46th Avenue,10-27 46th Avenue,"10-27 46th Avenue offers 60,000 square feet of newly renovated workspace within a Long Island City industrial building. Polished spaces and an abundance of natural light are paired with swift commutes and a host of nearby amenities to provide a smart alternative to Manhattan. With natural light pouring in from four aspects, wood floors, and exposed brick and beams, 10-27 46th Avenue offers workspace where productivity and inspiration go hand in hand. The renovated lobby, featuring work by local artists, sets the stage for space where creative thinking can be nurtured. PS1 MoMA and LIC Flea are nearby and it is across the street from Fifth Hammer Brewery and Gutters bowling hall.  The property can be reached via the 7 train which is a quick five-minute subway ride from Manhattan. Long Island City Office Space New York Once home to numerous factories and bakeries, Long Island City on the western edge of Queens and positioned just over the Queensboro Bridge has seen a building boom unlike any other part of New York City. At night its skyline stands tall and proud with new developments and renovated industrial buildings, housing luxury lofts and commercial space rivaling the best in Manhattan. The trend of businesses relocating from Manhattan to Long Island City began in 1990 with the building of One Court Square, also known as the Citigroup Building. Citigroup continues to maintain offices in the building. Other major tenants in the area include JetBlue Airways, Ralph Lauren and Uber just to name a few. With continued development in the area, Bloomingdale’s will also be moving much of its corporate operations to LIC. Numerous smaller tech firms have also made their homes in Long Island City and enjoy close proximity to the new Cornell Tech campus located on Roosevelt Island. Along with stunning renovated loft buildings and gleaming residential towers, the area is known for its waterfront parks, its established arts community and its booming artisanal scene with LIC Flea. MoMA PS1, one of the country’s largest contemporary art institutions, and the Fisher Landau Center for Art are also found in the district. With an abundance of dining options, from waterfront dining to local breweries, pubs and bistros, LIC has it all. N, R, W, 7, E, F and M trains serve Long Island City from Manhattan, with service to Brooklyn provided by the G train. The Long Island City and Hunterspoint Avenue stations of the Long Island Rail Road are also located within Long Island City.",,,,,Asset / Leasing Manager,Martin McGrath,mmcgrath@gfpre.com,(212) 688.4730,https://www.gfpre.com/properties/10-27-46th-avenue,2026-07-20T21:43:10+00:00
GFP Real Estate,100 Crosby Street,100 Crosby Street,"100 Crosby Street, formerly known as 560 Broadway, was completed in 1884 by architect, Thomas Stent in a neo-Grecian style. The building was recently reconfigured and fully renovated, moving its main entrance and lobby from Broadway to Crosby Street. Located in the Soho cast-iron historic district, the building's new lobby and entrance celebrate the unique architectural character of the surrounding neighborhood featuring materials such as backlit ""bullet-glass"", exposed brick, white marble and large original timber beams that were salvaged during renovation and hung from the lobby's ceiling. Perhaps best known for once housing the upscale Soho grocer Dean & DeLuca on the Southeast corner of Prince Street and Broadway, the building is now home to the Canadian fashion brand, Aritzia. Situated in the trendy neighborhood of Soho, considered Manhattan's iconic shopping mecca, 100 Crosby Street is surrounded by numerous retail and dining options. Commuting is made easy to and from anywhere in the city with access to the R and W trains at the building and the 6 train only one block away. Soho Office Space New York Soho’s famous, landmarked, cast iron buildings with their iconic fire escapes are among the finest in the world, and were originally home to the city’s textile industry. As the textile merchants moved on, the neighborhood fell into decline until it was re-discovered by artists and gallery owners seeking sprawling spaces, who brought life back to the empty buildings. Today, although some galleries remain, the district south of Houston Street is alive with commerce as one of the city’s great retail meccas, drawing heavy footfall from across the city and the world. High-end international fashion retailers line the streets, with Prada’s Rem Koolhaas-designed flagship, Balenciaga, Versace, Louis Vuitton and many more showcasing the finest in fashion. Along Broadway, shoppers head to Nike, Converse, Zara and H&M, plus Bloomingdale’s Downtown store, and those not after apparel are drawn to Apple, the MoMA Design Store, or to browse in the Housing Works Bookstore. Interspersed within you will find luxurious boutique hotels and numerous restaurants, bars and cafés that serve the bustling neighborhood. In floors above the ground floor retail, offices and lofty residential space are among some of the most coveted in Manhattan. Commercial tenants in the area include Estée Lauder and the world’s largest children’s book publisher Scholastic. Subway connections to Soho are numerous with the 4, 6, B, D, F, M, N, R, A, C and E trains all servicing this vibrant district.",,,,,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/100-crosby-street,2026-07-20T21:43:12+00:00
GFP Real Estate,1031 Shore Parkway,1031 Shore Parkway,"1031 Shore Parkway was built in 1950 and is located within Independence Gardens, a cooperative apartment building complex of 198 units. The complex consists of two-story attached and semi-detached townhouses, each of which features 2 co-op apartments over 2 floors. It occupies the entire east block of 15th Avenue, between Independence Avenue and Shore Parkway, in the Bath Beach section of Brooklyn, a predominantly residential neighborhood comprised mostly of one- to four-family homes with ample access to retail shopping, schools, and public transportation.",,,,,,,,,https://www.gfpre.com/properties/1031-shore-parkway,2026-07-20T21:43:15+00:00
GFP Real Estate,11-05 44th Drive,11-05 44th Drive,"11-05 44th Drive was originally constructed in 1931 as a factory but it is now a two and three-story commercial loft building. The building area is 55,000 square feet and is currently leased to Cosmos, a communications, marketing, and printing firm. The property features large windows and skylights and has an impressive presence with 420 feet of frontage along 44th Drive, 11th Street and 44th Road, a prime corner location in a highly active area of Long Island City. Multiple mass transit options are available including six subway lines and many nearby bus lines.",,,,,Asset / Leasing Manager,Eric Gural,egural@gfpre.com,(212) 372.2021,https://www.gfpre.com/properties/11-05-44th-drive,2026-07-20T21:43:17+00:00
GFP Real Estate,125 West 3rd Street,125 West 3rd Street,"125 West 3rd Street, also known as the Z.T. Piercy Building is a 3-story residential loft building with retail in the base, and was completed in 1919 as a garage. Designed by Frank E. Vitolo, the building is steel based and clad in beige brick with the ground floor painted grey. The upper floors have been converted to lofts and the ground floor is occupied by retailer Ace Hardware/Benjamin Moore Paints. Below the roof parapet is a terra-cotta panel with the original owner's name, Z.T. Piercy. The parapet is raised at the ends and has stone coping. The open space of Washington Square Park is less than a block away as is West 4 St-Washington Square Station with access to the A, C, E, B, D, F, M subway lines.",,,,,Asset / Leasing Manager,Eric M. Gural,egural@gfpre.com,(212) 372.2021,https://www.gfpre.com/properties/125-west-3rd-street,2026-07-20T21:43:20+00:00
GFP Real Estate,1430 Broadway,1430 Broadway,"The Building 1430 Broadway is a 22 story commercial building completed in 1956 by architects Emery Roth & Sons. The property features a 24/7 attended lobby with tall glass windows flooding the space with natural light. Location In an outstanding location in the Garment District, 1430 Broadway makes an ideal workplace. It is located on the site of the former Empire Theater; one of the most renowned Broadway theaters in the first half of the 20th century. Situated in the midst of Midtown buzz at 40th Street, the building is only a block from Bryant Park. Amenities Local amenities are plentiful, with many restaurants and a wide variety of shops. The Beaux-Arts landmark that is the main branch of the New York Public Library is also close by. Travel Connections Nearby Times Square-42nd Street Station provides a dozen subway lines linking 1430 Broadway to the rest of the city with ease.",,,,,,,,,https://www.gfpre.com/properties/1430-broadway,2026-07-20T21:43:22+00:00
GFP Real Estate,16 West 22nd Street,16 West 22nd Street,"16 West 22nd Street was constructed in 1910 by the architect William Harvey Birkmire, this 12-story neo-Renaissance store and loft building - characteristic of the later development phase of this district - extends through the middle of the block and has two virtually identical facades of terracotta, stone, and buff-colored brick. It replaced four 4-story residences with basements once used as boarding houses. Located in the historic Flatiron District, the building boasts 165,000 square feet of commercial and retail space. On the ground floor, one can find the highly coveted, Michelen-starred Korean steakhouse Cote. The building is conveniently situated near multiple subway transportation hubs as well as extensive shopping and dining - including the vibrant Eataly NYC Flatiron - and the open space of Madison Square Park.",,,,,Asset / Leasing Manager,Barbara Yagoda,byagoda@gfpre.com,(212) 372.2168,https://www.gfpre.com/properties/16-west-22nd-street,2026-07-20T21:43:24+00:00
GFP Real Estate,17 Battery Place,17 Battery Place,"The Building 17 Battery Place is a 31-story building completed in 1904 and designed in a neo-Renaissance style by the architect Henry J. Hardenbergh.
Also known as the Whitehall Building, it is named after Peter Stuyvesant's 17th-century house originally located near the site. The structure was among the oldest structural steel-framed buildings of its size.  It underwent a $10m restoration and repair from 1993-1996. This has been considered one of the most extensive envelope renovations executed in New York City.
At nearly one million total square feet the property contains a mixture of commercial and residential space. Location The building is moments away from Bowling Green and the Charging Bull. As such it stands as a true gateway to the city, with access to the Financial District's multiple amenities and the 25 acres of Battery Park. Travel Connections Closest transportation links include the 4 and 5 trains at Bowling Green. There are several other subway and ferry options also in walking distance.",,,,,,,,,https://www.gfpre.com/properties/17-battery-place,2026-07-20T21:43:27+00:00
GFP Real Estate,175 Madison Avenue,175 Madison Avenue,"175 Madison Avenue is an 8,000 square-foot residential building built in 1914 in the NoMad neighborhood of Manhattan. The building features residential apartments on floors 2 thru 6 and retail on the ground floor. Located between 33rd and 34th Street, and just a block from the Empire State Building, the building benefits from numerous amenities - as well as those serving the residential community of Murray Hill. Additionally there are many lunchtime options close by including Le Pain Quotidien and Korea Town favorites, with Nomad's vibrant dining scene just a short walk away. Access to the 6 train is a block away with numerous other subway lines and PATH service in close proximity.",,,,,Asset / Leasing Manager,Allen J. Gurevich,agurevich@gfpre.com,(212) 609.7141,https://www.gfpre.com/properties/175-madison-avenue,2026-07-20T21:43:29+00:00
GFP Real Estate,206 Fifth Avenue,206 Fifth Avenue,"206 Fifth Avenue was originally built as dwellings in 1856-57 by S. Perry, but it was converted to commercial use in the late-nineteenth century, at a time when the residential blocks surrounding Madison Square Park were gradually being redeveloped as first-class hotels, clubs, theaters and restaurants. The building has frontages on both Fifth Avenue and Broadway. The building's Broadway façade was replaced in 1892 to the designs of architect J. William Cromwell for the Estate of A. Perry. In 1911, the ground floor was occupied by silversmith Theo. B. Starr. The current Fifth Avenue façade, designed by architects Townsend, Steinle & Haskell, Inc., was installed in 1919 for the Emigrant Savings Bank, a bank established to protect immigrants' savings from exploitation. This loft style building, whose exterior remains largely intact after 1892 and 1919 alterations, is now home to the private French school Ecole Internationale de New York . Across from Madison Square Park, 206 Fifth Avenue benefits from extensive dining and retail throughout Nomad and the Flatiron District. The building is served by nearby R and W trains at 23rd Street, and F and M trains and PATH service at 6th Avenue.",,,,,Asset / Leasing Manager,Eric M. Gural,egural@gfpre.com,(212) 372.2021,https://www.gfpre.com/properties/206-fifth-avenue,2026-07-20T21:43:32+00:00
GFP Real Estate,230 Fifth Avenue,230 Fifth Avenue,"230 Fifth Avenue was built in 1914 and designed by the architectural firm of Schwartz & Gross in a Beaux Arts style, replacing the Victoria Hotel. The construction of the building pioneered an innovative technique in which the foundation for the new building was created at the same time as the hotel was demolished. GFP acquired 230 Fifth Avenue in July 1958 and has managed the building ever since. In the early 1990s, the building was converted into a wholesale showroom building for the home industries and is now known as The New York MarketCenter™. The building stands 20 stories tall and is home to over 200 showrooms housing a diverse collection of product lines and categories, including Home Textiles, Decorative Accessories, Home Furnishings, Architectural Products, Art, and more. Situated on Fifth Avenue between 26th and 27th Streets, just north of Madison Square Park, the building is easily accessible by subway, bus, car and taxi. N, R and 6 trains are accessed at 23rd or 28th Street stops, with PATH service and the F train available at 23rd Street and 6th Avenue or 33rd and 6th Avenue. FLATIRON DISTRICT The district is named after the world renowned Flatiron Building,
situated at the crossroads of Fifth Avenue and Broadway at
23rd Street. The Flatiron district is bound by Union Square to
the south, 23rd Street to the north, and reaches west to Sixth
Avenue and east to Park Avenue South. This iconic neighborhood offers an abundance of amenities
for many area workers and residents. From the open space of
Madison Square Park – and the very first Shake Shack that still
has lines forming nearly 15 years since the first humble summer
cart was replaced with a permanent kiosk – to high-end eateries
and much in between, it is a foodie’s paradise. For something ultra-smart, diners at Eleven Madison Park,
named the Best Restaurant in the World in 2017, sample 3-star
Michelin cuisine from Chef-owner Daniel Humm. For similarly
polished execution in a more relaxed yet extremely stylish
setting, Mexico’s leading chef Enrique Olvera has been wowing
diners since 2014 at Cosme, which also made the top 50 list.
Other go-to destinations include Jean-Georges Vongerichten’s
ABC kitchen with locally sourced farm-to-table offerings and
Gramercy Tavern. Another famous chef making his mark in the area is Mario
Batali. Eataly, the original location of his famed Italian market
with offerings morning to night, keeps the lunch crowd and
late-night diners happy with restaurants, counters, cafés and
the market. There are numerous high-profile tenants in the area including
Credit Suisse, Yelp, Sony and Tiffany's.",,,,,Asset / Leasing Manager,Harvey L. Richer,hricher@230fifthave.com,(212) 689.6305,https://www.gfpre.com/properties/230-fifth-avenue,2026-07-20T21:43:34+00:00
GFP Real Estate,265 Coles Street,265 Coles Street,"265 Coles Street is a 5-story low-rise building located in Jersey City, NJ. The building was constructed in 1925 and is currently operating as a warehouse under a triple-net lease. The building is built entirely out of concrete and displays a early modern architectural style. Nearby Hamilton Park, it offers a great location with historic row houses and local dining options. To the south east of the building, the Newport Centre for retail and a popular food court can be located. Access to the Holland Tunnel and PATH service for connection to Manhattan can be found just a few minutes away.",,,,,,,,,https://www.gfpre.com/properties/265-coles-street,2026-07-20T21:43:37+00:00
GFP Real Estate,285 North 6th Street,285 North 6th Street,"285 North 6th Street, also known as N6 Lofts is a creative hub in the heart of Williamsburg, Brooklyn. Originally constructed in 1906, the historic factory building has been completely re-imagined as a state-of-the-art workplace, offering full-floor boutique lofts that work for all tenants alike. Interiors are ideal for open plan offices or a striking studio, featuring ceilings soaring up to 12.5 feet and four walls of View Glass windows. The charming industrial atmosphere with preserved elements like exposed brick, distressed wood flooring, original wood columns and steel accents throughout is also completely updated with eco-friendly materials, authentic hand-crafted finishes and the latest fixtures. Located just off Metropolitan Avenue, by the Brooklyn Queens Expressway, convenient road links are supplemented by access to G and L trains moments away. At the heart of what many consider the district leading Brooklyn's transformation into a hub for creatives and those looking to live and socialize in a vibrant community, nearby attractions include a number of excellent local restaurants, bars, retail and the Nitehawk Cinema.",,,,,Asset / Leasing Manager,Martin McGrath,mmcgrath@gfpre.com,(212) 688.4730,https://www.gfpre.com/properties/285-north-6th-street,2026-07-20T21:43:39+00:00
GFP Real Estate,333 Hudson Street,333 Hudson Street,"The Building 333 Hudson Street was first used as an industrial building for the print industry when it was built in 1925, it is now a commercial office building. The property offers 101,290 square feet and is constructed from masonry. It features a loading dock and tremendous freight capacity.
On the ground floor of the building resides the well-known Westville Hudson restaurant. The building is triple net leased in its entirety to a sole tenant. Location This building is in the heart of the Hudson Square area and is conveniently located near the 1, C and E subway lines and the Holland Tunnel. Amenities Local amenities include the popular City Winery on Varick Street, and the historic Ear Inn which dates back two centuries.",,,,,,,,,https://www.gfpre.com/properties/333-hudson-street,2026-07-20T21:43:42+00:00
